"Offense","Offense Conference","Defense","Defense Conference","Game Id","Id","Drive Number","Scoring","Start Period","Start Yardline","Start Yards To Goal","Start Time Minutes","Start Time Seconds","End Period","End Yardline","End Yards To Goal","End Time Minutes","End Time Seconds","Elapsed Minutes","Elapsed Seconds","Plays","Yards","Drive Result","Is Home Offense","Start Offense Score","Start Defense Score","End Offense Score","End Defense Score"
"Louisville","ACC","Notre Dame","FBS Independents","401525439","4015254394","4","false","1","32","68","4","3","1","53","47","1","18","2","45","5","21","PUNT","true","7","0","7","0"
"Notre Dame","FBS Independents","Louisville","ACC","401525439","4015254395","5","false","1","80","80","1","18","2","73","73","14","16","2","2","5","7","PUNT","false","0","7","0","7"
"Louisville","ACC","Notre Dame","FBS Independents","401525439","4015254396","6","false","2","31","69","14","16","2","35","65","12","43","1","33","3","4","PUNT","true","7","0","7","0"
"Notre Dame","FBS Independents","Louisville","ACC","401525439","4015254397","7","true","2","88","88","12","43","2","0","0","6","58","5","45","11","88","TD","false","0","7","7","7"
"Louisville","ACC","Notre Dame","FBS Independents","401525439","4015254398","8","false","2","25","75","6","58","2","18","82","5","57","1","1","3","-7","PUNT","true","7","7","7","7"
"Notre Dame","FBS Independents","Louisville","ACC","401525439","4015254399","9","false","2","66","66","5","57","2","45","45","2","58","2","59","6","19","FUMBLE","false","7","7","7","7"
"Louisville","ACC","Notre Dame","FBS Independents","401525439","40152543910","10","false","2","47","53","2","58","2","49","51","1","23","1","35","3","2","PUNT","true","7","7","7","7"
"Notre Dame","FBS Independents","Louisville","ACC","401525439","40152543911","11","false","2","80","80","1","23","2","83","83","0","39","0","44","3","-3","PUNT","false","7","7","7","7"
"Louisville","ACC","Notre Dame","FBS Independents","401525439","40152543912","12","false","2","50","50","0","39","2","75","25","0","1","0","38","6","25","MISSED FG","true","7","7","7","7"
"Notre Dame","FBS Independents","Louisville","ACC","401525439","40152543913","13","false","2","75","75","0","1","2","76","76","0","0","0","1","1","-1","END OF HALF","false","7","7","7","7"
"Louisville","ACC","Notre Dame","FBS Independents","401525439","40152543914","14","false","3","25","75","15","0","3","25","75","14","53","0","7","1","14","FUMBLE","true","7","7","7","7"
"Notre Dame","FBS Independents","Louisville","ACC","401525439","40152543915","15","true","3","39","39","14","53","3","35","35","13","18","1","35","4","4","FG","false","7","7","10","7"
"Louisville","ACC","Notre Dame","FBS Independents","401525439","40152543916","16","true","3","25","75","13","18","3","73","27","8","24","4","54","9","48","FG","true","7","10","10","10"
"Notre Dame","FBS Independents","Louisville","ACC","401525439","40152543917","17","false","3","98","98","8","24","3","68","68","6","28","1","56","3","7","PUNT","false","10","10","10","10"
